Date,SPX250117C00200000,SPX250117C00400000,SPX250117C00800000,SPX250117C01000000,SPX250117C01400000,SPX250117C01800000,SPX250117C02000000,SPX250117C02600000,SPX250117C02800000,SPX250117C02900000,SPX250117C03000000,SPX250117C03500000,SPX250117C03600000,SPX250117C04000000,SPX250117C04050000,SPX250117C04100000,SPX250117C04200000,SPX250117C04300000,SPX250117C04450000,SPX250117C04500000,SPX250117C04600000,SPX250117C04650000,SPX250117C04675000,SPX250117C04700000,SPX250117C04750000,SPX250117C04775000,SPX250117C04800000,SPX250117C04825000,SPX250117C04850000,SPX250117C04875000,SPX250117C04900000,SPX250117C04925000,SPX250117C04950000,SPX250117C04975000,SPX250117C05000000,SPX250117C05025000,SPX250117C05050000,SPX250117C05075000,SPX250117C05100000,SPX250117C05125000,SPX250117C05150000,SPX250117C05175000,SPX250117C05200000,SPX250117C05225000,SPX250117C05250000,SPX250117C05275000,SPX250117C05300000,SPX250117C05325000,SPX250117C05350000,SPX250117C05375000,SPX250117C05400000,SPX250117C05425000,SPX250117C05450000,SPX250117C05475000,SPX250117C05500000,SPX250117C05525000,SPX250117C05550000,SPX250117C05575000,SPX250117C05600000,SPX250117C05625000,SPX250117C05650000,SPX250117C05675000,SPX250117C05700000,SPX250117C05725000,SPX250117C05750000,SPX250117C05775000,SPX250117C05800000,SPX250117C05825000,SPX250117C05850000,SPX250117C05875000,SPX250117C05900000,SPX250117C05925000,SPX250117C05950000,SPX250117C05975000,SPX250117C06000000,SPX250117C06025000,SPX250117C06050000,SPX250117C06075000,SPX250117C06100000,SPX250117C06125000,SPX250117C06150000,SPX250117C06175000,SPX250117C06200000,SPX250117C06225000,SPX250117C06250000,SPX250117C06275000,SPX250117C06300000,SPX250117C06325000,SPX250117C06350000,SPX250117C06375000,SPX250117C06400000,SPX250117C06425000,SPX250117C06450000,SPX250117C06475000,SPX250117C06500000,SPX250117C06525000,SPX250117C06550000,SPX250117C06575000,SPX250117C06600000,SPX250117C06625000,SPX250117C06650000,SPX250117C06675000,SPX250117C06700000,SPX250117C06750000,SPX250117C06800000,SPX250117C06850000,SPX250117C06900000,SPX250117C06950000,SPX250117C07000000,SPX250117C07100000,SPX250117C07200000,SPX250117C07400000,SPX250117C07600000,SPX250117C07800000,SPX250117C08000000,SPX250117C08200000,SPX250117C08400000,SPX250117C08600000,SPX250117C08800000,SPX250117C09000000
2024-10-02,,,,,,,,,,,,,,1764.31,,,,,,1279.41,,,,,,,,,,,,,,,818.51,,,,,,,,,,572.4,,551.65,,,,468.58,,,,,,,,309.4,,,,238.5,221.4,204.8,189.21,171.27,159.0,,130.6,116.57,,99.09,,75.25,,60.12,,,,,,25.7,19.9,19.0,16.65,,,,,7.1,,,,4.3,,,,2.55,,,,1.8,,1.25,,0.9,,,,0.45,0.3,,,,,,,,
2024-10-04,,,,,,,,,,,,,,1774.55,,,,,,,,,,,,,,,,,,,,,846.33,,,,,,,,650.78,,613.37,,,,526.84,,492.7,468.61,450.88,,414.38,,362.94,,,287.27,,,259.0,,225.01,197.8,193.15,,153.2,,126.3,,,,87.65,,62.1,59.04,52.2,37.8,36.6,,26.83,,18.19,,14.6,,,,8.74,,,,4.8,,,,,,,,,,,,1.0,,0.75,,0.45,0.3,,,,,,,,
2024-10-07,,,,,,,,,,,,,,1758.88,,,,,,,,,,,,,,,,,,,,,807.89,,,,,,,,,,581.38,,544.22,,499.97,,456.22,435.65,443.79,,,,356.44,,299.0,300.27,276.57,249.45,236.05,224.41,214.2,186.55,173.74,158.83,143.84,128.88,116.5,,92.86,,74.2,63.0,,,43.02,,,,24.3,19.95,19.9,,15.3,,9.13,7.94,7.15,,,,4.2,,,,,,,,1.65,,1.35,,,,,,0.4,0.3,,0.17,,,,,,
2024-10-08,,,,,,,,,,,,,,1799.61,,,,,,,,,,,,,,,,,,,,,844.01,,,,,,,,,,,,,,,,473.85,,439.99,,,,370.0,,,,284.76,,258.7,235.75,225.5,203.28,195.04,171.75,160.8,147.3,136.95,,111.55,,89.0,72.4,67.0,,52.7,42.83,38.37,32.03,29.7,23.23,21.9,,16.0,,11.7,,8.5,,5.98,,4.7,,3.8,,2.75,,,,1.85,,1.35,,0.95,,0.7,,0.45,0.3,,0.2,,,,,,
2024-10-09,,,,,,,,,,,,,,1849.19,,,,,,1354.85,1261.04,,,1165.51,1113.12,,1068.35,,1018.26,,971.1,,,,889.14,,,,,,,,709.2,,658.86,,,,,,521.3,499.81,,,442.78,422.13,,,361.77,,,,282.3,,238.35,220.8,208.02,195.72,,166.78,155.0,,127.5,114.39,104.1,,77.68,,61.61,,46.02,40.5,34.89,32.2,26.3,,19.93,17.6,14.77,12.5,11.1,,6.3,,6.31,,,,4.0,,,,2.55,,1.7,,1.31,,0.75,,0.61,0.4,,0.2,,,,,,
2024-10-10,,,,,,,,,,,,,,1838.25,,,,,,,,,,,1112.69,,,,,,,,922.08,,878.9,,,,,,,,,,,,,,,,517.54,,,,432.59,,,,350.19,,,,274.3,256.9,242.7,223.55,207.0,192.3,173.56,163.88,149.4,131.05,,108.9,96.95,86.92,75.0,,59.95,51.52,46.2,,34.4,,,,19.3,17.1,13.65,12.2,10.6,,8.15,7.02,6.17,,,,,,,,2.5,,1.65,,,,,,,,0.2,,,,,,,
2024-10-11,,,,,,,,,,,,,,1866.97,,,,,,,,,,,,,,,,,,,,,904.57,,,,811.34,,,,,,,,,,,,,,,,,,,,377.44,,335.98,,297.12,,261.93,241.42,230.27,206.7,193.24,162.97,165.1,149.3,137.53,119.9,110.5,101.2,86.7,77.9,70.2,60.46,56.22,,43.7,37.23,32.3,28.15,25.22,20.52,17.5,15.92,14.3,11.7,10.9,9.0,8.15,,6.2,,4.85,,,,,,2.12,,,,1.15,,0.65,0.4,,,,,,,,
2024-10-14,,,,,,,,,,,,,,1917.52,,,,,,,1337.8,,,,,,,,,,,,,,951.71,,,,,,810.16,,,,,,,,617.48,,,,,,496.03,,,,405.37,,,,330.49,,286.77,268.84,255.1,237.77,217.08,,188.6,,157.96,,128.81,103.0,106.1,91.3,84.45,74.91,66.41,56.73,52.7,46.3,40.6,35.5,31.1,24.85,22.3,,17.46,14.9,12.35,,10.05,,7.75,,5.9,,,,3.6,,2.6,,1.75,,1.25,,0.7,,,,,,,,,
2024-10-16,,,,,,,,,,,,,,1896.87,,,,,,,,1260.0,,1202.85,,,,,,,,,,,930.57,,,,823.94,,,,,,,,,,,,,,,,469.53,,420.76,,371.76,,353.19,,314.35,288.3,268.3,251.6,233.67,217.1,203.84,,172.4,158.85,145.0,129.94,118.0,105.14,89.47,77.33,74.15,,56.8,,44.5,,34.7,28.38,25.92,21.84,19.45,,14.44,12.4,,9.1,7.9,,,,4.5,,,,2.9,,1.95,,,,1.02,,0.55,,,,,,,,,
2024-10-22,,,,,,,,,,,,,,1906.25,,,,,,1415.9,,,,,,,,,,,,,,,935.35,,,,,,,,,,700.32,,,,,,,,,,458.64,,426.72,409.41,387.37,356.4,351.79,318.1,298.28,,275.7,,228.62,212.3,201.44,177.06,162.2,150.82,134.6,118.33,109.15,90.5,88.53,78.73,66.2,,51.2,,37.5,,29.0,,20.3,,13.9,,10.6,9.1,,,5.55,,,,3.4,,2.55,,,,,,,,,,0.45,0.3,,,,,,,,
2024-10-29,,,,,,,,,,,,,,1884.25,,,,,,,,,,,,,,,,,,,,,913.65,,,,,,,,,,,,,,,,,,,,431.5,,,,,,338.0,316.4,296.27,,,,219.86,201.52,182.65,170.4,157.4,134.42,125.26,114.23,103.0,,,66.0,59.55,,44.4,,34.2,,25.1,,,,13.51,,9.4,,,,5.05,,,,,,,,1.8,,1.25,,,,,0.45,0.45,,,,,,,,,
2024-10-30,,,,,,,,,,,,,,1863.49,,,,,,,,,,,,,,,,,,,,,894.39,,,,,,,,720.67,,,,,,,,534.43,,495.06,,447.36,,403.71,,365.96,361.21,,,281.2,279.5,246.0,,208.7,,174.15,157.27,142.36,,119.94,,94.0,,80.73,68.45,56.25,,45.63,,31.06,28.3,,22.1,17.0,,12.6,10.0,8.2,,,,4.9,,3.9,,,,,,1.8,,1.3,,,,,,0.45,,,,,,,,,
2024-10-31,,,,,,,,,,,,,,1775.27,,,,,,,,,,,,,,,,,,,,,812.17,,,,,,,,621.26,,582.12,,,,,,451.74,432.35,,,373.4,355.38,332.34,312.36,292.42,277.84,256.92,247.6,218.42,207.0,182.29,176.37,158.8,140.13,126.43,110.0,100.7,104.29,81.2,70.7,59.71,54.63,46.4,,33.25,31.75,25.31,22.1,18.1,,13.0,11.3,9.26,9.03,6.93,6.05,5.16,5.1,4.0,3.77,2.9,,2.6,,1.82,,,,1.25,,,,,,0.57,0.45,0.35,0.25,,,,,0.12,,,
2024-11-04,,,,,,,,,,,,,,1771.15,,,,,,,,,,,,,,,,,,,,,787.0,,752.42,,,,,,,,,,,,475.43,,433.96,,,,,,,298.42,273.53,,235.65,,203.46,,175.36,152.45,143.0,,113.8,,90.03,,68.0,,53.5,45.7,39.56,36.0,29.6,,21.57,18.0,15.79,13.9,11.44,10.7,8.59,7.0,6.2,,4.55,,,,2.65,,2.2,,1.65,,,,1.1,,0.9,,0.7,,0.5,0.4,0.35,0.25,,,,,,,,
2024-11-06,,,,,,,,,,,,,,1945.29,,,,,,,,,,,,,,,,,,,,,978.0,,,,,,,,788.3,,,,650.87,,,,,,,,484.16,,454.65,,421.6,,,339.0,340.79,,285.2,280.85,259.51,212.61,219.4,204.58,184.4,153.5,155.2,136.7,127.54,109.0,101.9,85.56,76.4,68.27,57.0,50.0,43.74,35.05,32.8,28.9,24.7,15.35,18.24,14.3,13.2,,10.2,8.8,7.7,,6.1,,3.12,,,,3.0,,1.6,,1.3,,0.95,,0.5,0.3,,,,,,,,
2024-11-07,,,,,,,,,,,,,,1999.04,,,,,,,,,,,,,1208.0,,,,,,,,1024.4,,,,,,870.11,,,796.79,767.42,,726.58,,,,632.24,,585.65,,541.0,522.11,491.53,,,,409.3,375.7,365.0,339.29,333.64,312.89,283.57,257.95,250.0,,211.73,184.0,175.73,158.9,144.65,132.06,111.0,99.3,92.41,82.83,71.0,63.0,52.7,47.4,39.9,34.56,31.17,25.16,21.7,18.34,16.75,13.36,11.39,9.9,8.5,,6.1,,4.7,,,,3.0,,1.95,,1.3,,0.8,0.55,0.55,,,,,,,,,
2024-11-08,,,,,,,,,,,,,,2047.9,,,,,,1523.33,,,,,,,1251.57,,,,1146.01,,,,1048.36,,,,958.87,,,,,,,,,,,,,,,585.98,573.57,,,,,468.3,422.92,,392.33,,343.5,,307.3,295.47,258.7,,234.79,200.37,200.7,170.0,154.5,140.9,127.77,,103.6,90.58,79.4,66.6,59.3,51.4,44.5,43.0,34.81,28.79,27.0,18.8,18.62,14.2,12.5,11.9,8.96,,6.4,,5.2,,,,2.81,,1.45,,1.0,,0.9,0.6,0.45,0.25,,,,,,,,0.1
2024-11-22,,,,,,,,,,,,,,1989.82,,,,,,,,,,,,,,,,,,,,,1012.25,,,,910.41,,,,822.35,,,,721.15,,,,630.84,596.2,572.7,,520.09,,,456.1,,,388.4,366.0,348.95,322.2,299.35,,263.41,,219.6,205.7,186.6,,146.58,131.5,117.75,102.27,90.7,72.9,64.13,57.8,46.18,40.91,31.5,27.32,20.0,16.6,13.85,11.2,8.87,,5.7,,3.8,3.1,2.51,2.38,1.71,,1.22,,,,0.7,0.5,0.4,0.35,,,0.3,,,,,,,,,,,
2024-11-27,,,,,,,,,,,,,,2026.47,,1921.68,,,,,,,,,1282.47,,,,,,,,,,1037.3,,,,,,,,,,,,,,,,,,,,,,,,475.14,,,,366.95,,321.92,,277.74,252.7,235.78,214.36,193.86,190.59,156.62,154.22,121.12,105.59,90.7,79.05,65.1,55.18,44.4,36.62,29.3,23.5,20.09,15.76,11.8,9.55,7.79,6.15,4.37,3.5,2.72,2.5,1.9,1.65,1.33,,0.98,,0.67,,,,0.3,,0.3,,,,,0.25,,,0.15,,,,,
2024-12-02,,,,,,,,,,,,,,2075.69,,,,,,,,,,,1328.29,,,,,,1189.04,,,,1090.24,,,,,,,,882.95,,837.29,,792.79,,,,,664.99,,,600.9,,,,498.59,474.89,444.3,,406.56,,360.5,,310.68,284.7,272.5,249.32,230.12,,188.75,165.1,149.0,133.39,114.6,99.8,85.26,71.0,58.9,50.2,40.7,33.15,27.12,21.25,17.04,13.5,10.82,7.66,6.45,5.05,4.05,3.2,2.47,2.05,1.7,,1.12,,0.72,,,0.55,0.51,,0.35,,0.3,0.25,0.15,0.1,0.05,0.1,0.1,0.1,,,,
2024-12-04,,,,,,,,,,,,,,2092.99,,,1894.98,,,1604.44,,,,,,,,,,,,,,,1116.93,,,,,,967.29,,915.0,,,844.16,808.71,,,,715.2,,669.28,,618.92,,,,,,,,,,373.45,,329.12,323.33,293.45,276.35,254.07,233.42,213.49,192.65,170.42,150.61,133.13,115.12,100.92,85.0,71.39,61.6,50.62,41.0,32.95,26.52,21.05,16.72,13.55,10.24,7.9,6.1,4.5,3.4,2.8,2.07,1.55,,1.3,1.15,0.92,,0.7,,,,,,0.3,0.25,0.2,0.15,,0.1,,,,,,
2024-12-09,,,,,,,,,,,,,,2076.46,,,,,,,,,,,,,1298.98,,,,,,,,1086.41,1065.94,,,1003.63,,,,,,,,789.39,,,,691.77,,,,593.92,,566.0,527.85,501.26,,476.2,,,,,,311.45,301.4,,248.32,221.92,211.53,181.96,161.04,143.96,125.82,106.83,91.0,77.0,64.83,53.5,43.0,34.22,27.88,21.15,17.9,13.1,11.52,7.5,5.7,4.3,,2.45,2.62,1.51,,0.9,,,,0.47,0.4,0.47,,0.3,,,,0.2,,0.15,0.1,,,,,,,,
2024-12-26,,,,,,,,,,,,,,2043.89,,,,,,,1440.8,,,,,,,,,,1137.16,1112.14,,,1055.64,,992.34,,945.05,,,,,,,,,,696.75,,652.57,,,573.82,562.87,,507.23,469.17,458.1,,,,,324.0,317.14,283.8,271.74,,222.35,203.3,183.48,160.87,142.79,121.42,99.08,81.55,63.59,51.9,38.14,29.0,19.66,14.26,9.45,7.13,4.5,,2.35,,1.25,,0.94,0.75,0.65,,0.45,0.42,0.45,,0.35,,0.3,,0.2,,,,,,,,0.05,0.05,,0.05,,,,,,
2024-12-30,,,,,,,,,,,,,,1944.54,,,,,,,,,,,1140.0,,,,,,1020.0,,,,937.01,865.49,,,,,,,,,,,632.3,,,,,,,430.19,421.23,,,339.3,314.8,298.65,304.75,253.6,234.13,230.57,214.3,169.63,172.05,152.0,121.99,104.22,86.33,74.1,56.9,46.88,33.3,26.29,18.9,13.4,7.8,5.95,3.07,1.85,1.45,0.67,0.5,0.32,0.25,0.15,0.3,0.15,0.14,0.2,0.15,,0.11,,0.13,,,,,,,,,,,,0.05,0.1,,,,,,,,,,
2024-11-29,,,,,,,,,,,,,,,,,,1765.41,,,,,,,,,,,,,,,,,1076.0,,,,,,,,,,,,,,,,685.12,657.02,,,,,,515.1,491.4,447.45,,,,,342.48,,308.35,,263.6,,218.1,,184.42,160.16,143.9,129.2,114.1,98.4,80.37,71.27,57.2,46.86,37.98,31.6,25.6,21.6,15.8,14.25,9.95,7.75,6.9,4.85,,,2.22,2.17,1.6,,1.07,,,,,,,0.4,,,,,0.2,,,,0.1,0.1,,,,
2024-08-07,,,,,,,,,,,,,,,,,,,,946.61,,,,772.48,,,687.94,,,,605.31,,567.85,,470.29,498.45,434.02,,391.94,,363.71,,324.62,,307.67,278.4,268.8,253.7,239.4,218.7,213.1,207.4,186.9,176.3,161.8,150.1,138.11,132.97,112.1,109.08,99.3,90.53,83.06,89.5,70.74,77.2,52.97,,44.89,,37.51,,27.6,,23.2,,,,14.42,,11.49,,9.09,,7.43,,5.9,,,,4.94,,,,3.1,,,,2.6,,,,2.1,,1.7,,,,1.2,,,,,0.37,,,,,,
2024-11-21,,,,,,,,,,,,,,,,,,,,1429.11,,,,,,,,,,,,,,,940.16,,,,,,,,811.3,,,,,,,,,593.0,569.5,,526.9,500.2,,,432.5,,381.1,,353.0,,300.1,,,,,,182.18,149.0,148.7,134.3,116.92,105.4,94.7,78.2,66.04,54.06,48.5,43.33,33.9,32.53,23.2,,16.2,14.55,11.6,9.62,7.7,5.65,4.94,,3.45,2.95,2.08,,1.85,,1.0,,0.85,,0.55,,0.34,,0.3,0.2,,,,,,,,,0.05,
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,879.8,,,,,,,696.08,,661.87,,618.6,,583.92,551.39,532.02,,504.75,,455.8,,,,413.11,,422.0,,311.36,,287.5,280.2,248.66,232.2,234.7,216.8,193.7,,225.3,,144.45,131.4,,111.1,112.07,,89.03,,75.56,,60.39,,48.1,,40.24,,,,,,24.0,,16.8,,14.27,,,,8.44,,,,5.49,,,,,,,,2.57,,,,,,1.25,,,,,,,,,,,
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,1098.37,,,,,,,,,,,801.02,,,,,,,,,,,,,,,,463.4,,,,,,,,296.29,284.65,265.39,251.04,225.5,,200.1,186.2,162.94,154.8,,130.78,116.4,,,84.38,72.25,63.47,54.57,51.3,41.35,,,26.6,23.0,19.65,18.05,15.05,12.85,10.5,8.97,7.86,6.9,,,,3.9,,,,,,,,,,,,0.8,,,,0.45,0.35,,0.25,,,,,,
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,965.19,,,,857.22,,,,766.56,,,,,,,,,,556.03,,514.59,,476.49,,437.38,,395.6,,369.55,,,311.7,294.45,278.17,260.0,243.7,229.33,214.4,203.8,187.5,174.7,,154.1,,129.25,,,,90.3,,,,67.0,,,,44.58,,,,29.24,,,,19.02,,,,12.25,,,,7.93,,,,5.21,,3.5,,,,2.0,,,,,,,,,,,
2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.04,,,,,669.09,,,,584.55,,,,,,,448.7,,,,372.57,,,,301.0,274.93,266.7,,246.82,,209.8,195.9,188.47,169.8,157.3,145.1,132.3,,113.5,,95.4,,79.2,,66.9,,52.53,,44.25,,,,28.8,,23.59,,17.3,,,,10.8,,,,7.36,,,,,,,,3.15,,,,,,1.2,,,,,,,,,,,
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.24,,,,,,,455.91,,,,,362.77,,,,295.3,277.76,253.75,230.6,228.4,203.4,199.9,185.8,158.33,,133.0,,122.57,,100.94,83.04,83.56,,67.94,,55.77,,44.46,,35.18,,27.4,,21.5,,16.5,,12.17,,9.79,,8.0,,,,5.19,,,,3.64,,,,2.62,,,,,,,,,,,,,,,0.32,,,,,,
2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.94,,,,,,,,573.2,,542.91,,503.2,,,452.79,410.84,,376.84,364.64,332.37,340.46,324.2,306.0,260.56,251.4,228.71,219.16,195.95,,183.0,,142.26,,131.0,,98.34,,79.05,,63.5,,48.4,,38.75,,29.6,,22.5,,17.5,,13.07,,11.2,,8.25,,,,5.5,,,,,,,,2.6,,1.95,,,,1.15,,0.75,0.5,,,,,,,,
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.2,,,,,,,,,,,,,,,,512.39,,471.59,,435.36,,398.06,,355.76,,314.85,,281.0,,239.85,,206.87,,172.82,,143.98,,115.25,103.25,90.67,75.48,69.68,,52.95,45.2,39.0,34.5,29.1,25.21,19.81,18.01,14.8,,10.3,,7.5,,,,3.85,,,,2.2,,,,1.5,,1.0,,0.7,,0.55,,0.35,0.25,,,,,,,,
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.95,,,,,,,830.5,,,,,,,,,583.6,,,,523.02,,,,417.4,387.87,367.75,334.43,323.0,,,,210.07,168.62,154.84,127.47,112.67,83.72,66.9,58.3,44.2,32.53,21.73,15.0,8.97,5.55,2.87,1.68,0.92,0.57,0.4,0.27,0.25,,0.13,,0.17,0.14,0.12,,0.05,,0.07,,,,,,0.1,0.09,,,,,0.05,,,,,,,,,,,
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.33,,621.2,,548.53,,,,514.17,,,,394.75,,354.8,,,,288.43,,244.01,229.83,226.0,204.9,204.91,189.5,173.5,160.0,146.71,,108.23,,101.94,85.04,,,64.2,47.67,46.8,,32.9,,25.2,,19.1,,17.9,,11.36,,8.65,,7.18,,,,4.6,,,,3.3,,,,2.25,,1.75,,,,1.1,,0.75,0.5,0.4,,,,,,,
